Asmodeo	Pecado: lujuria
	Monserrat Sánchez, cantidad de pecados de ira: 131
	Melanie Sánchez, cantidad de pecados de ira: 125
	Catalina García, cantidad de pecados de ira: 141
	Juan Sebastián López, cantidad de pecados de ira: 178
	Luca García, cantidad de pecados de ira: 126
	Marcos García, cantidad de pecados de ira: 97
	Hugo Martínez, cantidad de pecados de ira: 184
	Sara Martínez, cantidad de pecados de ira: 180
	Jonathan Martínez, cantidad de pecados de ira: 111
	Hugo López, cantidad de pecados de ira: 103
	Maximiliano García, cantidad de pecados de ira: 150
	Vanessa García, cantidad de pecados de ira: 99
	Lucía Martínez, cantidad de pecados de ira: 146
	Valeria Martínez, cantidad de pecados de ira: 145
	Álvaro Martínez, cantidad de pecados de ira: 127
	Josué Martínez, cantidad de pecados de ira: 99
	Carla Martínez, cantidad de pecados de ira: 125
	Alejandra Martínez, cantidad de pecados de ira: 112
	Bautista Martínez, cantidad de pecados de ira: 133
	Bautista Gómez, cantidad de pecados de ira: 100
	Daniela Martínez, cantidad de pecados de ira: 113
	Anthony Martin, cantidad de pecados de ira: 106
	Santino Rodríguez, cantidad de pecados de ira: 108
	Allison López, cantidad de pecados de ira: 101
	Rafael García, cantidad de pecados de ira: 110
	César Fernández, cantidad de pecados de ira: 142
	Emily Gómez, cantidad de pecados de ira: 122




Belcebú	Pecado: envidia
Cantidad de Humanos: 31	Promedio de pecados: 206
Máximo de pecados: 165	 Mínimo de pecados: 84
	Isabella López, cantidad de pecados de envidia: 86
	Ashley García, cantidad de pecados de envidia: 124
	Álvaro Martínez, cantidad de pecados de envidia: 89
	Emma García, cantidad de pecados de envidia: 120
	Victoria Gómez, cantidad de pecados de envidia: 85
	Jonathan Martin, cantidad de pecados de envidia: 93
	Carla Martínez, cantidad de pecados de envidia: 85
	Marcos Martin, cantidad de pecados de envidia: 88
	Andrea Sánchez, cantidad de pecados de envidia: 112
	Sergio Sánchez, cantidad de pecados de envidia: 85
	Laura González, cantidad de pecados de envidia: 163
	Ximena González, cantidad de pecados de envidia: 116
	Franco González, cantidad de pecados de envidia: 114
	Joshua Martin, cantidad de pecados de envidia: 107
	Luciana Martin, cantidad de pecados de envidia: 93
	Valentina García, cantidad de pecados de envidia: 165
	María José García, cantidad de pecados de envidia: 119
	María Gómez, cantidad de pecados de envidia: 109
	Juliana Pérez, cantidad de pecados de envidia: 86
	Josué Rodríguez, cantidad de pecados de envidia: 107
	Ana Sofía Pérez, cantidad de pecados de envidia: 97
	Miguel Pérez, cantidad de pecados de envidia: 96
	Patricio Martin, cantidad de pecados de envidia: 133
	Álvaro Pérez, cantidad de pecados de envidia: 94
	Valentín López, cantidad de pecados de envidia: 110
	Valentino Gómez, cantidad de pecados de envidia: 96
	María Fernanda González, cantidad de pecados de envidia: 116
	Axel González, cantidad de pecados de envidia: 112
	Pedro Pérez, cantidad de pecados de envidia: 107
	Luna García, cantidad de pecados de envidia: 111
	Isabel Fernández, cantidad de pecados de envidia: 84




Lucifer	Pecado: soberbia
Cantidad de Humanos: 0	Promedio de pecados: 0
Máximo de pecados: 0	 Mínimo de pecados: 0




